,summary,Verkehrswende,Klimawandel,Landwirtschaft,Waermewende,Energiewende,Gesundheit,Wasserversorgung,Industrie,Klimaextreme,Urbane_Hitzeinsel,Geo_Engineering,Tipping_Points,Oekologie,word
mehr niedrigwasser,4.2073995324939295,0.3264684591668969,-0.3898259799526331,-0.34979797824286085,-0.3247019027234393,0.0,-0.3785363828673154,-0.3500101463187096,-0.39824984083518544,-0.34979797824286085,-0.33153954726113927,-0.35825036637534563,0.0,-0.34979797824286085,mehr niedrigwasser
treibt,5.8752831528659915,0.49363458694824963,-0.7237354664513731,-0.6837074647416007,-0.6586113892221792,0.0,-0.7124458693660554,-0.6839196328174496,-0.7321593273339253,-0.6837074647416007,-0.6654490337598791,-0.6921598528740855,0.0,-0.6837074647416007,treibt
rhein treib+t,3.8191327891814835,0.2590884245255963,-0.2930045896570382,-0.25297658794726613,-0.22788051242784443,0.0,-0.28171499257172056,-0.2531887560231149,-0.3014284505395904,-0.25297658794726613,-0.2347181569655444,-0.26142897607975074,0.0,-0.25297658794726613,rhein treib+t
treib+t sprit+preis+e,4.398689684143241,0.35396021078673284,-0.43428790886495855,-0.3942599071551862,-0.3691638316357646,0.0,-0.4229983117796408,-0.39447207523103495,-0.4427117697475107,-0.3942599071551862,-0.37600147617346463,-0.40271229528767083,0.0,-0.3942599071551862,treib+t sprit+preis+e
sprit+preis+e westen,3.5837837815187052,0.20821402392296126,-0.22940037582554437,-0.18937237411577226,-0.16427629859635076,0.0,-0.21811077874022683,-0.1895845421916211,-0.23782423670809674,-0.18937237411577226,-0.17111394313405054,-0.19782476224825699,0.0,-0.18937237411577226,sprit+preis+e westen
westen deutschland+s,3.4657191627100064,0.17893787896563842,-0.19590137302192837,-0.15587337131215617,-0.13077729579273453,0.0,-0.1846117759366106,-0.15608553938800493,-0.20432523390448057,-0.15587337131215617,-0.1376149403304345,-0.1643257594446409,0.0,-0.15587337131215617,westen deutschland+s
oben,3.289784941449067,0.1295090174001332,-0.14380340665007602,-0.10377540494030385,-0.07867932942088227,0.0,-0.13251380956475836,-0.10398757301615254,-0.15222726753262833,-0.10377540494030385,-0.08551697395858215,-0.1122277930727886,0.0,-0.10377540494030385,oben
deutschland+s oben,3.289784941449067,0.1295090174001332,-0.14380340665007602,-0.10377540494030385,-0.07867932942088227,0.0,-0.13251380956475836,-0.10398757301615254,-0.15222726753262833,-0.10377540494030385,-0.08551697395858215,-0.1122277930727886,0.0,-0.10377540494030385,deutschland+s oben
Ursachen,3.1586101624458403,0.08717237941001003,-0.10311332018798278,-0.0630853184782106,-0.03798924295878896,0.0,-0.09182372310266514,-0.06329748655405941,-0.11153718107053498,-0.0630853184782106,-0.044826887496488894,-0.07153770661069533,0.0,-0.0630853184782106,Ursachen
überblick ursache+n,3.1586101624458403,0.08717237941001003,-0.10311332018798278,-0.0630853184782106,-0.03798924295878896,0.0,-0.09182372310266514,-0.06329748655405941,-0.11153718107053498,-0.0630853184782106,-0.044826887496488894,-0.07153770661069533,0.0,-0.0630853184782106,überblick ursache+n
Regionen,3.1224212094033916,0.07452245930277004,-0.09158994087181924,-0.051561939162047196,-0.026465863642625577,0.0,-0.08030034378650157,-0.05177410723789591,-0.10001380175437162,-0.051561939162047196,-0.03330350818032546,-0.06001432729453183,0.0,-0.051561939162047196,Regionen
ursache+n region+en,3.1224212094033916,0.07452245930277004,-0.09158994087181924,-0.051561939162047196,-0.026465863642625577,0.0,-0.08030034378650157,-0.05177410723789591,-0.10001380175437162,-0.051561939162047196,-0.03330350818032546,-0.06001432729453183,0.0,-0.051561939162047196,ursache+n region+en
Aussichten,3.083456367874197,0.06038212732430061,-0.0790323765044932,-0.03900437479472108,-0.013908299275299477,0.0,-0.06774277941917564,-0.03921654287056987,-0.08745623738704553,-0.03900437479472108,-0.0207459438129994,-0.04745676292720581,0.0,-0.03900437479472108,Aussichten
region+en aussicht+en,3.083456367874197,0.06038212732430061,-0.0790323765044932,-0.03900437479472108,-0.013908299275299477,0.0,-0.06774277941917564,-0.03921654287056987,-0.08745623738704553,-0.03900437479472108,-0.0207459438129994,-0.04745676292720581,0.0,-0.03900437479472108,region+en aussicht+en
Tage,3.0297218537561506,0.039934854016098864,-0.06145202921746277,-0.021424027507690704,0.0036720480117310088,0.0,-0.05016243213214505,-0.02163619558353927,-0.06987589010001512,-0.021424027507690704,-0.003165596525968884,-0.029876415640175385,0.0,-0.021424027507690704,Tage
wer tag+e,3.0297218537561506,0.039934854016098864,-0.06145202921746277,-0.021424027507690704,0.0036720480117310088,0.0,-0.05016243213214505,-0.02163619558353927,-0.06987589010001512,-0.021424027507690704,-0.003165596525968884,-0.029876415640175385,0.0,-0.021424027507690704,wer tag+e
Hessen,3.0142961825747063,0.03385005425173562,-0.05634757566280186,-0.016319573953029836,0.008776501566391716,0.0,-0.04505797857748431,-0.016531742028878537,-0.0647714365453542,-0.016319573953029836,0.001938857028692095,-0.024771962085514458,0.0,-0.016319573953029836,Hessen
tag+e hessen,3.0142961825747063,0.03385005425173562,-0.05634757566280186,-0.016319573953029836,0.008776501566391716,0.0,-0.04505797857748431,-0.016531742028878537,-0.0647714365453542,-0.016319573953029836,0.001938857028692095,-0.024771962085514458,0.0,-0.016319573953029836,tag+e hessen
Super,3.0018648959729015,0.028873461635258255,-0.05221493887598734,-0.012186937166215184,0.012909138353206385,0.0,-0.04092534179066978,-0.012399105242063937,-0.060638799758539655,-0.012186937166215184,0.006071493815506544,-0.020639325298699798,0.0,-0.012186937166215184,Super
hessen super,3.0018648959729015,0.028873461635258255,-0.05221493887598734,-0.012186937166215184,0.012909138353206385,0.0,-0.04092534179066978,-0.012399105242063937,-0.060638799758539655,-0.012186937166215184,0.006071493815506544,-0.020639325298699798,0.0,-0.012186937166215184,hessen super
E10,2.9919067053898276,0.02483894776962685,-0.04889208962245733,-0.008864087912685151,0.01623198760673635,0.0,-0.037602492537139605,-0.009076255988533895,-0.057315950505009705,-0.008864087912685151,0.009394343069036774,-0.01731647604516992,0.0,-0.008864087912685151,E10
super e10,2.9919067053898276,0.02483894776962685,-0.04889208962245733,-0.008864087912685151,0.01623198760673635,0.0,-0.037602492537139605,-0.009076255988533895,-0.057315950505009705,-0.008864087912685151,0.009394343069036774,-0.01731647604516992,0.0,-0.008864087912685151,super e10
tankt,2.98559188305176,0.02225805888883906,-0.04677922431806484,-0.00675122260829283,0.018344852911128844,0.0,-0.035489627232747206,-0.0069633906841415055,-0.055203085200617105,-0.00675122260829283,0.011507208373429164,-0.015203610740777347,0.0,-0.00675122260829283,tankt
e10 tank+t,2.98559188305176,0.02225805888883906,-0.04677922431806484,-0.00675122260829283,0.018344852911128844,0.0,-0.035489627232747206,-0.0069633906841415055,-0.055203085200617105,-0.00675122260829283,0.011507208373429164,-0.015203610740777347,0.0,-0.00675122260829283,e10 tank+t
zahlt,2.975108681708541,0.0179344501723092,-0.04326178134710665,-0.003233779637334484,0.02186229588208709,0.0,-0.031972184261788966,-0.00344594771318325,-0.05168564222965891,-0.003233779637334484,0.015024651344387324,-0.011686167769819249,0.0,-0.003233779637334484,zahlt
tank+t zahl+t,2.975108681708541,0.0179344501723092,-0.04326178134710665,-0.003233779637334484,0.02186229588208709,0.0,-0.031972184261788966,-0.00344594771318325,-0.05168564222965891,-0.003233779637334484,0.015024651344387324,-0.011686167769819249,0.0,-0.003233779637334484,tank+t zahl+t
Schnitt,2.962585992298722,0.012704664646623511,-0.03904374432629583,0.0009842573834761253,0.026080332902897824,0.0,-0.027754147240978258,0.0007720893076274384,-0.0474676052088481,0.0009842573834761253,0.019242688365197925,-0.007468130749008514,0.0,0.0009842573834761253,Schnitt
zahl+t schnitt,2.962585992298722,0.012704664646623511,-0.03904374432629583,0.0009842573834761253,0.026080332902897824,0.0,-0.027754147240978258,0.0007720893076274384,-0.0474676052088481,0.0009842573834761253,0.019242688365197925,-0.007468130749008514,0.0,0.0009842573834761253,zahl+t schnitt
"2,164",2.952254176436627,0.008335518746485651,-0.035550217510545296,0.004477784199226792,0.029573859718648395,0.0,-0.024260620425227804,0.004265616123378131,-0.04397407839309757,0.004477784199226792,0.022736215180948587,-0.003974603933257962,0.0,0.004477784199226792,"2,164"
"schnitt 2,164",2.952254176436627,0.008335518746485651,-0.035550217510545296,0.004477784199226792,0.029573859718648395,0.0,-0.024260620425227804,0.004265616123378131,-0.04397407839309757,0.004477784199226792,0.022736215180948587,-0.003974603933257962,0.0,0.004477784199226792,"schnitt 2,164"
"2,164 euro",2.9449469752632593,0.005215257818657619,-0.033072023287513616,0.006955978422258548,0.0320520539416801,0.0,-0.021782426202195913,0.006743810346409927,-0.04149588417006584,0.006955978422258548,0.025214409403980353,-0.00149640971022604,0.0,0.006955978422258548,"2,164 euro"
pro,2.939122362945109,0.002709929800294897,-0.031092232130795722,0.008935769578976474,0.03403184509839792,0.0,-0.019802635045478113,0.008723601503127603,-0.039516093013347964,0.008935769578976474,0.02719420056069832,0.0004833814464915507,0.0,0.008935769578976474,pro
euro pro,2.939122362945109,0.002709929800294897,-0.031092232130795722,0.008935769578976474,0.03403184509839792,0.0,-0.019802635045478113,0.008723601503127603,-0.039516093013347964,0.008935769578976474,0.02719420056069832,0.0004833814464915507,0.0,0.008935769578976474,euro pro
Liter,2.9346246473775635,0.0007642066066040665,-0.029560767994286967,0.010467233715485209,0.03556330923490663,0.0,-0.018271170908969372,0.010255065639636381,-0.03798462887683912,0.010467233715485209,0.028725664697206853,0.002014845583000364,0.0,0.010467233715485209,Liter
pro liter,2.9346246473775635,0.0007642066066040665,-0.029560767994286967,0.010467233715485209,0.03556330923490663,0.0,-0.018271170908969372,0.010255065639636381,-0.03798462887683912,0.010467233715485209,0.028725664697206853,0.002014845583000364,0.0,0.010467233715485209,pro liter
liter mehr,2.9270768356763472,-0.0025230216681818057,-0.026985469373378673,0.013042532336393459,0.038138607855814896,0.0,-0.015695872288061127,0.012830364260544628,-0.03540933025593099,0.013042532336393459,0.03130096331811522,0.004590144203908846,0.0,0.013042532336393459,liter mehr
Bundesland,2.902143829080927,-0.013582391818373788,-0.018430926637955845,0.021597075071816275,0.046693150591238027,0.0,-0.007141329552638157,0.021384906995967623,-0.02685478752050807,0.021597075071816275,0.039855506053538006,0.0131446869393315,0.0,0.021597075071816275,Bundesland
mehr bund+es+land,2.902143829080927,-0.013582391818373788,-0.018430926637955845,0.021597075071816275,0.046693150591238027,0.0,-0.007141329552638157,0.021384906995967623,-0.02685478752050807,0.021597075071816275,0.039855506053538006,0.0131446869393315,0.0,0.021597075071816275,mehr bund+es+land
bei diesel,2.8888131481362844,-0.019625188578990455,-0.013826953738783817,0.02620104797098843,0.051297123490410074,0.0,-0.002537356653466009,0.025988879895139663,-0.022250814621336,0.02620104797098843,0.04445947895271015,0.017748659838503687,0.0,0.02620104797098843,bei diesel
diesel lieg+t,2.883383365142395,-0.022113115628537152,-0.01194559554768181,0.028082406162090203,0.0531784816815119,0.0,-0.0006559984623641838,0.027870238086241502,-0.020369456430234117,0.028082406162090203,0.046340837143812104,0.019630018029605567,0.0,0.028082406162090203,diesel lieg+t
Nordrhein-Westfalen,2.8789056982626846,-0.02417653407863353,-0.010391467411558197,0.029636534298213883,0.05473260981763563,0.0,0.0008981296737593938,0.029424366222365165,-0.018815328294110322,0.029636534298213883,0.04789496527993575,0.021184146165729258,0.0,0.029636534298213883,Nordrhein-Westfalen
lieg+t nordrhein-westfalen,2.8789056982626846,-0.02417653407863353,-0.010391467411558197,0.029636534298213883,0.05473260981763563,0.0,0.0008981296737593938,0.029424366222365165,-0.018815328294110322,0.029636534298213883,0.04789496527993575,0.021184146165729258,0.0,0.029636534298213883,lieg+t nordrhein-westfalen
"2,254",2.8624423263301324,-0.03185606381018796,-0.0046564320204858034,0.03537156968928628,0.060467645208707926,0.0,0.006633165064831786,0.03515940161343761,-0.013080292903037933,0.03537156968928628,0.053630000671008086,0.026919181556801588,0.0,0.03537156968928628,"2,254"
"nordrhein-westfalen 2,254",2.8624423263301324,-0.03185606381018796,-0.0046564320204858034,0.03537156968928628,0.060467645208707926,0.0,0.006633165064831786,0.03515940161343761,-0.013080292903037933,0.03537156968928628,0.053630000671008086,0.026919181556801588,0.0,0.03537156968928628,"nordrhein-westfalen 2,254"
"2,254 euro",2.858650080539059,-0.03364599374888981,-0.003330724943310802,0.036697276766461256,0.06179335228588302,0.0,0.007958872142006771,0.03648510869061262,-0.011754585825863062,0.036697276766461256,0.05495570774818305,0.028244888633976492,0.0,0.036697276766461256,"2,254 euro"
vorn,2.8555788104756177,-0.035101469270094963,-0.002255769628162094,0.03777223208161008,0.06286830760103158,0.0,0.009033827457155431,0.0375600640057614,-0.010679630510714336,0.03777223208161008,0.056030663063331695,0.029319843949125384,0.0,0.03777223208161008,vorn
euro vorn,2.8555788104756177,-0.035101469270094963,-0.002255769628162094,0.03777223208161008,0.06286830760103158,0.0,0.009033827457155431,0.0375600640057614,-0.010679630510714336,0.03777223208161008,0.056030663063331695,0.029319843949125384,0.0,0.03777223208161008,euro vorn
Mecklen…,2.8440347054566466,-0.04061953725966311,0.0017950737395919817,0.04182307544936407,0.06691915096878573,0.0,0.01308467082490953,0.04161090737351537,-0.006628787142960413,0.04182307544936407,0.060081506431085924,0.03337068731687938,0.0,0.04182307544936407,Mecklen…
auto+fahrer mecklen…,2.8440347054566466,-0.04061953725966311,0.0017950737395919817,0.04182307544936407,0.06691915096878573,0.0,0.01308467082490953,0.04161090737351537,-0.006628787142960413,0.04182307544936407,0.060081506431085924,0.03337068731687938,0.0,0.04182307544936407,auto+fahrer mecklen…
+5368,2.838666655291812,-0.04321123614098698,0.0036843342939463708,0.04371233600371837,0.06880841152314002,0.0,0.014973931379263894,0.04350016792786973,-0.004739526588606097,0.04371233600371837,0.06197076698544007,0.0352599478712337,0.0,0.04371233600371837,+5368
mecklen… +5368,2.838666655291812,-0.04321123614098698,0.0036843342939463708,0.04371233600371837,0.06880841152314002,0.0,0.014973931379263894,0.04350016792786973,-0.004739526588606097,0.04371233600371837,0.06197076698544007,0.0352599478712337,0.0,0.04371233600371837,mecklen… +5368
+5368 char+s,2.8355632241389754,-0.04471713397927034,0.004778203075518503,0.04480620478529077,0.06990228030471231,0.0,0.01606780016083619,0.044594036709442064,-0.00364565780703359,0.04480620478529077,0.06306463576701248,0.03635381665280587,0.0,0.04480620478529077,+5368 char+s
wärme+wende hamburg,3.4934673883054677,-0.5913738405084527,-0.20387597535346974,-0.16384797364369763,1.7328356679302999,0.0,-0.19258637826815211,-0.16406014171954633,-0.21229983623602205,-0.16384797364369763,-0.1455895426619758,-0.17230036177618216,0.0,-0.16384797364369763,wärme+wende hamburg
Habecks,3.3432050226183483,-0.5474090109940476,-0.1599111458390646,-0.11988314412929243,1.640795516508586,0.0,-0.14862154875374683,-0.12009531220514125,-0.16833500672161691,-0.11988314412929243,-0.1016247131475707,-0.12833553226177713,0.0,-0.11988314412929243,Habecks
hamburg hab+eck+s,3.3432050226183483,-0.5474090109940476,-0.1599111458390646,-0.11988314412929243,1.640795516508586,0.0,-0.14862154875374683,-0.12009531220514125,-0.16833500672161691,-0.11988314412929243,-0.1016247131475707,-0.12833553226177713,0.0,-0.11988314412929243,hamburg hab+eck+s
Geist,3.259065895497188,-0.5219196957010477,-0.13442183054606463,-0.09439382883629259,1.5811870817463136,0.0,-0.123132233460747,-0.09460599691214125,-0.1428456914286169,-0.09439382883629259,-0.07613539785457071,-0.10284621696877727,0.0,-0.09439382883629259,Geist
hab+eck+s geist,3.259065895497188,-0.5219196957010477,-0.13442183054606463,-0.09439382883629259,1.5811870817463136,0.0,-0.123132233460747,-0.09460599691214125,-0.1428456914286169,-0.09439382883629259,-0.07613539785457071,-0.10284621696877727,0.0,-0.09439382883629259,hab+eck+s geist
weht,3.2118680416736023,-0.5073317888295502,-0.11983392367456736,-0.07980592196479526,1.5446653089122082,0.0,-0.10854432658924955,-0.08001809004064396,-0.12825778455711948,-0.07980592196479526,-0.061547490983073376,-0.08825831009727993,0.0,-0.07980592196479526,weht
geist weh+t,3.2118680416736023,-0.5073317888295502,-0.11983392367456736,-0.07980592196479526,1.5446653089122082,0.0,-0.10854432658924955,-0.08001809004064396,-0.12825778455711948,-0.07980592196479526,-0.061547490983073376,-0.08825831009727993,0.0,-0.07980592196479526,geist weh+t
weh+t hamburg,3.4934673883054677,-0.5913738405084527,-0.20387597535346974,-0.16384797364369763,1.7328356679302999,0.0,-0.19258637826815211,-0.16406014171954633,-0.21229983623602205,-0.16384797364369763,-0.1455895426619758,-0.17230036177618216,0.0,-0.16384797364369763,weh+t hamburg
