,summary,Verkehrswende,Klimawandel,Landwirtschaft,Waermewende,Energiewende,Gesundheit,Wasserversorgung,Industrie,Klimaextreme,Urbane_Hitzeinsel,Geo_Engineering,Tipping_Points,Oekologie,word
zeig+t immer,5.295054454638068,-0.5836558656859324,0.4699708679648519,0.4281928212739239,-0.5546303972833891,0.0,0.24805238747464553,0.4246159319039007,0.17043923555960702,0.4281928212739239,0.4079546025213151,0.27025299876242664,0.0,0.4281928212739239,zeig+t immer
häufiger,5.241038175422384,-0.5833734728103092,0.4684057586503439,0.42743009586828334,-0.5443767379102252,0.0,0.2479819474045928,0.42386652592368285,0.17069037533283396,0.42743009586828334,0.4075925478511802,0.2703915067286222,0.0,0.42743009586828334,häufiger
immer häufig+er,5.241038175422384,-0.5833734728103092,0.4684057586503439,0.42743009586828334,-0.5443767379102252,0.0,0.2479819474045928,0.42386652592368285,0.17069037533283396,0.42743009586828334,0.4075925478511802,0.2703915067286222,0.0,0.42743009586828334,immer häufig+er
häufig+er mehr,5.166416640560648,-0.5824914139349304,0.46601541128919505,0.4261773086650966,-0.53003647605745,0.0,0.2477309290865526,0.4226330447402036,0.1709035503321072,0.4261773086650966,0.4069069765095253,0.2704302671663297,0.0,0.4261773086650966,häufig+er mehr
mehr grad,5.243470729716571,-0.5978005496630814,0.47378069342320506,0.43240849593144787,-0.5448407661942095,0.0,0.25261675517720844,0.42883831307020204,0.17516565910320475,0.43240849593144787,0.4123729983889605,0.27492352065037073,0.0,0.43240849593144787,mehr grad
Celsius,5.2793109723449305,-0.6040557006579138,0.4770165012584415,0.43496250602438635,-0.5516527256615128,0.0,0.25458669156418984,0.43138109212136294,0.17686405261987143,0.43496250602438635,0.4145863808094237,0.2767145817698871,0.0,0.43496250602438635,Celsius
grad celsius,5.2793109723449305,-0.6040557006579138,0.4770165012584415,0.43496250602438635,-0.5516527256615128,0.0,0.25458669156418984,0.43138109212136294,0.17686405261987143,0.43496250602438635,0.4145863808094237,0.2767145817698871,0.0,0.43496250602438635,grad celsius
CHROMORANGE,5.668853691904978,-0.6386879024798435,0.4989621619026413,0.45062088231017006,-0.6228440606813875,0.0,0.2652418446489619,0.44694379245453936,0.18517397268413427,0.45062088231017006,0.42708712917741365,0.28559725372225714,0.0,0.45062088231017006,CHROMORANGE
alliance chrom+orange,5.668853691904978,-0.6386879024798435,0.4989621619026413,0.45062088231017006,-0.6228440606813875,0.0,0.2652418446489619,0.44694379245453936,0.18517397268413427,0.45062088231017006,0.42708712917741365,0.28559725372225714,0.0,0.45062088231017006,alliance chrom+orange
chrom+orange dauerhaft+e,5.8816615278349795,-0.6484056419310344,0.5070993357566415,0.45574098489514153,-0.6596964288762717,0.0,0.26819252115567893,0.452022704394539,0.1870969070439778,0.45574098489514153,0.4306813515779297,0.28762218026600556,0.0,0.45574098489514153,chrom+orange dauerhaft+e
+8789,8.643322938282743,-0.719110317807768,0.5734280856175248,0.4924411509898765,-1.0446442423357252,0.0,0.28986434210748097,0.4884424403160585,0.20146049082193693,0.4924411509898765,0.45202074529335834,0.29806460332954865,0.0,0.4924411509898765,+8789
klima+wandel+s +8789,8.643322938282743,-0.719110317807768,0.5734280856175248,0.4924411509898765,-1.0446442423357252,0.0,0.28986434210748097,0.4884424403160585,0.20146049082193693,0.4924411509898765,0.45202074529335834,0.29806460332954865,0.0,0.4924411509898765,klima+wandel+s +8789
+8789 chars,8.012788234880674,-0.7091809910446695,0.5626085061501462,0.48721898807061187,-0.9688959288726529,0.0,0.28675667381934805,0.4832592129869101,0.19940174769015526,0.48721898807061187,0.449753808472487,0.2973356273548281,0.0,0.48721898807061187,+8789 chars
Baden-Württemberg,6.026563645094942,0.5033353782970029,-0.7491581832125104,-0.7091301815027382,-0.6840341059833166,0.0,-0.7378685861271926,-0.7093423495785869,-0.7575820440950625,-0.7091301815027382,-0.6908717505210166,-0.7175825696352229,0.0,-0.7091301815027382,Baden-Württemberg
niedrigwasser baden-württemberg,3.1893033300011373,0.09755599047806167,-0.1127837124466497,-0.07275571073687752,-0.04765963521745591,0.0,-0.101494115361332,-0.07296787881272634,-0.12120757332920197,-0.07275571073687752,-0.05449727975515568,-0.08120809886936213,0.0,-0.07275571073687752,niedrigwasser baden-württemberg
Lkw-Sonntagsfahrverbot,2.9676362383896793,0.01482237798435848,-0.04074696795447878,-0.0007189662447067192,0.024377109274714877,0.0,-0.02945737086916106,-0.0009311343205553347,-0.04917082883703104,-0.0007189662447067192,0.017539464737014995,-0.009171354377191247,0.0,-0.0007189662447067192,Lkw-Sonntagsfahrverbot
baden-württemberg lkw+-+sonntag+s+fahr+verbot,2.9676362383896793,0.01482237798435848,-0.04074696795447878,-0.0007189662447067192,0.024377109274714877,0.0,-0.02945737086916106,-0.0009311343205553347,-0.04917082883703104,-0.0007189662447067192,0.017539464737014995,-0.009171354377191247,0.0,-0.0007189662447067192,baden-württemberg lkw+-+sonntag+s+fahr+verbot
aussetzen,3.165180538841999,0.08942124028982587,-0.10519130760748356,-0.06516330589771142,-0.0400672303782898,0.0,-0.09390171052216606,-0.06537547397356011,-0.11361516849003589,-0.06516330589771142,-0.046904874915989665,-0.07361569403019622,0.0,-0.06516330589771142,aussetzen
lkw+-+sonntag+s+fahr+verbot aus+setz+en,2.87684622653227,-0.025129181277272733,-0.009675845249514228,0.030352156460258028,0.0554482319796794,0.0,0.0016137518358033916,0.030139988384409278,-0.018099706132066552,0.030352156460258028,0.04861058744197982,0.02189976832777336,0.0,0.030352156460258028,lkw+-+sonntag+s+fahr+verbot aus+setz+en
aus+setz+en nach,2.8509865872260285,-0.03728755113663199,-0.00064631668376117,0.039381685026011,0.06447776054543246,0.0,0.010643280401556444,0.039169516950162096,-0.009070177566313538,0.039381685026011,0.05764011600773256,0.030929296893526245,0.0,0.039381685026011,aus+setz+en nach
mehreren,2.839891779871307,-0.04261828969740091,0.0032528428820003162,0.04328084459177239,0.06837692011119399,0.0,0.014542439967317928,0.043068676515923644,-0.00517101800055191,0.04328084459177239,0.06153927557349408,0.034828456459287754,0.0,0.04328084459177239,mehreren
nach mehrere+n,2.839891779871307,-0.04261828969740091,0.0032528428820003162,0.04328084459177239,0.06837692011119399,0.0,0.014542439967317928,0.043068676515923644,-0.00517101800055191,0.04328084459177239,0.06153927557349408,0.034828456459287754,0.0,0.04328084459177239,nach mehrere+n
Bundesländern,3.706424278868562,0.23585218607201325,-0.26304881697461824,-0.2230208152648461,-0.19792473974542452,0.0,-0.2517592198893006,-0.223232983340695,-0.27147267785717044,-0.2230208152648461,-0.20476238428312443,-0.23147320339733082,0.0,-0.2230208152648461,Bundesländern
mehrere+n bund+es+land+ern,2.8223009200034967,-0.05121575021946922,0.009466307309857732,0.04949430901962974,0.07459038453905137,0.0,0.02075590439517537,0.0492821409437811,0.0010424464273054012,0.04949430901962974,0.06775274000135162,0.04104192088714521,0.0,0.04949430901962974,mehrere+n bund+es+land+ern
bund+es+land+ern baden-württemberg,3.1893033300011373,0.09755599047806167,-0.1127837124466497,-0.07275571073687752,-0.04765963521745591,0.0,-0.101494115361332,-0.07296787881272634,-0.12120757332920197,-0.07275571073687752,-0.05449727975515568,-0.08120809886936213,0.0,-0.07275571073687752,bund+es+land+ern baden-württemberg
baden-württemberg sonntag+s+fahr+verbot,2.9471351631482614,0.006152285439786439,-0.033814778712233914,0.006213222997538108,0.031309298516959745,0.0,-0.022525181626916312,0.006001054921689421,-0.04223863959478606,0.006213222997538108,0.024471653979260023,-0.002239165134946441,0.0,0.006213222997538108,baden-württemberg sonntag+s+fahr+verbot
sonntag+s+fahr+verbot last+wagen,2.8797558410131048,-0.023783946101136422,-0.010686724478082379,0.029341277231689666,0.054437352751111286,0.0,0.0006028726072352534,0.029129109155840955,-0.019110585360634647,0.029341277231689666,0.04759970821341144,0.020888889099205128,0.0,0.029341277231689666,sonntag+s+fahr+verbot last+wagen
ausgesetzt,2.9130939323728686,-0.00868692798038044,-0.022196934730166148,0.017831066979605847,0.04292714249902744,0.0,-0.010907337644848525,0.017618898903757344,-0.03062079561271834,0.017831066979605847,0.03608949796132762,0.009378678847121333,0.0,0.017831066979605847,ausgesetzt
last+wagen aus+ge+setz+t,2.9130939323728686,-0.00868692798038044,-0.022196934730166148,0.017831066979605847,0.04292714249902744,0.0,-0.010907337644848525,0.017618898903757344,-0.03062079561271834,0.017831066979605847,0.03608949796132762,0.009378678847121333,0.0,0.017831066979605847,last+wagen aus+ge+setz+t
Dies,3.626889107025006,0.21822936618668962,-0.24135649688646632,-0.20132849517669416,-0.1762324196572724,0.0,-0.23006689980114867,-0.20154066325254288,-0.2497803577690184,-0.20132849517669416,-0.18307006419497235,-0.20978088330917874,0.0,-0.20132849517669416,Dies
dies logistik,3.07058312137947,0.055586333147429175,-0.07484869672990185,-0.034820695020129855,-0.009724619500708168,0.0,-0.06355909964458412,-0.03503286309597849,-0.08327255761245425,-0.034820695020129855,-0.016562264038407958,-0.04327308315261453,0.0,-0.034820695020129855,dies logistik
angesichts,3.874988890482199,0.269917090379905,-0.3075240071789071,-0.267496005469135,-0.24239992994971338,0.0,-0.2962344100935895,-0.2677081735449838,-0.3159478680614593,-0.267496005469135,-0.24923757448741313,-0.2759483936016197,0.0,-0.267496005469135,angesichts
logistik angesichts,3.1893033300011373,0.09755599047806167,-0.1127837124466497,-0.07275571073687752,-0.04765963521745591,0.0,-0.101494115361332,-0.07296787881272634,-0.12120757332920197,-0.07275571073687752,-0.05449727975515568,-0.08120809886936213,0.0,-0.07275571073687752,logistik angesichts
angesichts niedrigwasser+s,5.504176813592922,0.467103403818995,-0.6584884360277696,-0.6184604343179974,-0.593364358798576,0.0,-0.647198838942452,-0.6186726023938462,-0.6669122969103219,-0.6184604343179974,-0.6002020033362757,-0.6269128224504821,0.0,-0.6184604343179974,angesichts niedrigwasser+s
entlasten,3.1893033300011373,0.09755599047806167,-0.1127837124466497,-0.07275571073687752,-0.04765963521745591,0.0,-0.101494115361332,-0.07296787881272634,-0.12120757332920197,-0.07275571073687752,-0.05449727975515568,-0.08120809886936213,0.0,-0.07275571073687752,entlasten
niedrigwasser+s entlast+en,3.1893033300011373,0.09755599047806167,-0.1127837124466497,-0.07275571073687752,-0.04765963521745591,0.0,-0.101494115361332,-0.07296787881272634,-0.12120757332920197,-0.07275571073687752,-0.05449727975515568,-0.08120809886936213,0.0,-0.07275571073687752,niedrigwasser+s entlast+en
Wegen,7.962450660075243,0.59057233822554,-1.0277180356922644,-0.9876900339824922,-0.9625939584630705,0.0,-1.0164284386069466,-0.9879022020583409,-1.0361418965748164,-0.9876900339824922,-0.9694316030007702,-0.9961424221149766,0.0,-0.9876900339824922,Wegen
wasser+straße+n baden-württemberg,2.9471351631482614,0.006152285439786439,-0.033814778712233914,0.006213222997538108,0.031309298516959745,0.0,-0.022525181626916312,0.006001054921689421,-0.04223863959478606,0.006213222997538108,0.024471653979260023,-0.002239165134946441,0.0,0.006213222997538108,wasser+straße+n baden-württemberg
baden-württemberg sonn+-,2.8685004441083954,-0.02901306141108721,-0.00677061123233786,0.03325739047743431,0.05835346599685585,0.0,0.004518985852979849,0.03304522240158545,-0.015194472114890152,0.03325739047743431,0.051515821459156175,0.024805002344949603,0.0,0.03325739047743431,baden-württemberg sonn+-
feiertags+fahr+verbot lkw,4.690224345585646,0.3903630532968451,-0.49846162754384765,-0.45843362583407543,-0.4333375503146537,0.0,-0.4871720304585298,-0.4586457939099241,-0.5068854884263998,-0.45843362583407543,-0.44017519485235357,-0.46688601396656015,0.0,-0.45843362583407543,feiertags+fahr+verbot lkw
lkw aus+setz+en,2.795339885518696,-0.06475177340266736,0.019065084599421363,0.059093086309193334,0.08418916182861517,0.0,0.03035468168473905,0.0588809182333448,0.010641223716869064,0.059093086309193334,0.07735151729091513,0.050640698176708944,0.0,0.059093086309193334,lkw aus+setz+en
Geplant,2.781085072726256,-0.07209083286624113,0.024177623169771154,0.06420562487954336,0.08930170039896487,0.0,0.035467220255088756,0.06399345680369456,0.01575376228721884,0.06420562487954336,0.0824640558612651,0.05575323674705853,0.0,0.06420562487954336,Geplant
ge+plan+t sei,2.771908927276928,-0.07688408084065576,0.02748256237972514,0.06751056408949735,0.09260663960891899,0.0,0.03877215946504286,0.06729839601364852,0.019058701497172818,0.06751056408949735,0.0857689950712192,0.05905817595701261,0.0,0.06751056408949735,ge+plan+t sei
sei komm+end+en,2.7559331014099713,-0.08536141524930302,0.03326270959215339,0.07329071130192573,0.09838678682134722,0.0,0.044552306677471246,0.07307854322607699,0.024838848709601274,0.07329071130192573,0.09154914228364747,0.06483832316944098,0.0,0.07329071130192573,sei komm+end+en
Wochenende,3.2291058757347537,0.11057411906890091,-0.12518649160527942,-0.08515848989550749,-0.06006241437608593,0.0,-0.11389689451996178,-0.0853706579713561,-0.13361035248783174,-0.08515848989550749,-0.06690005891378568,-0.09361087802799205,0.0,-0.08515848989550749,Wochenende
komm+end+en woche+n+ende,2.747251401236779,-0.09004026465579389,0.03641786725449395,0.07644586896426595,0.10154194448368772,0.0,0.0477074643398117,0.07623370088841724,0.027994006371941774,0.07644586896426595,0.09470429994598784,0.06799348083178133,0.0,0.07644586896426595,komm+end+en woche+n+ende
Ende,3.612638608730414,0.2149558095530375,-0.23741963325124438,-0.19739163154147227,-0.17229555602205068,0.0,-0.22613003616592678,-0.1976037996173211,-0.24584349413379672,-0.19739163154147227,-0.1791332005597505,-0.20584401967395694,0.0,-0.19739163154147227,Ende
woche+n+ende ende,2.7328981617789294,-0.09788989568131691,0.0416561448282447,0.08168414653801671,0.10678022205743838,0.0,0.052945741913562355,0.08147197846216822,0.03323228394569245,0.08168414653801671,0.09994257751973863,0.07323175840553205,0.0,0.08168414653801671,woche+n+ende ende
Septem…,2.7295113035077283,-0.09976325987639899,0.04289620518136766,0.08292420689113987,0.1080202824105614,0.0,0.05418580226668525,0.082712038815291,0.034472344298815384,0.08292420689113987,0.10118263787286152,0.07447181875865508,0.0,0.08292420689113987,Septem…
ende septem…,2.7295113035077283,-0.09976325987639899,0.04289620518136766,0.08292420689113987,0.1080202824105614,0.0,0.05418580226668525,0.082712038815291,0.034472344298815384,0.08292420689113987,0.10118263787286152,0.07447181875865508,0.0,0.08292420689113987,ende septem…
+1797,2.7237631561632907,-0.10296147999405482,0.045004351219426635,0.08503235292919875,0.11012842844862043,0.0,0.056293948304744344,0.08482018485335001,0.0365804903368745,0.08503235292919875,0.10329078391092059,0.07657996479671426,0.0,0.08503235292919875,+1797
septem… +1797,2.7237631561632907,-0.10296147999405482,0.045004351219426635,0.08503235292919875,0.11012842844862043,0.0,0.056293948304744344,0.08482018485335001,0.0365804903368745,0.08503235292919875,0.10329078391092059,0.07657996479671426,0.0,0.08503235292919875,septem… +1797
+1797 chars,2.7201579090701595,-0.10497956331173387,0.04632885522196095,0.08635685693173319,0.11145293245115478,0.0,0.057618452307278765,0.08614468885588461,0.03790499433940891,0.08635685693173319,0.104615287913455,0.07790446879924859,0.0,0.08635685693173319,+1797 chars
Hitze-Liveblog,4.874318844644378,-0.0007149791090494322,-0.5369615818620086,-0.4969335801522366,-0.4718375046328148,0.0,0.6243624118826068,-0.4971457482280852,0.9676825288615772,-0.4969335801522366,-0.4786751491705146,-0.5053859682847213,0.0,-0.4969335801522366,Hitze-Liveblog
hitze-liveblog niedrigwasser,4.1134293130279085,0.24585547761814397,-0.36723827468627485,-0.32721027297650274,-0.30211419745708107,0.0,0.2667904766847844,-0.3274224410523514,-0.37566213556882705,-0.32721027297650274,-0.3089518419947811,-0.3356626611089873,0.0,-0.32721027297650274,hitze-liveblog niedrigwasser
niedrigwasser lkw+-+fahr+verbot,3.3494451716307676,0.04856377986299453,-0.1617759230617169,-0.12174792135194466,-0.09665184583252318,0.0,0.4801691132016065,-0.12196008942779342,-0.17019978394426902,-0.12174792135194466,-0.10348949037022294,-0.13020030948442932,0.0,-0.12174792135194466,niedrigwasser lkw+-+fahr+verbot
gelockert,5.7446578969765465,0.22181909642226608,-0.7012515729188854,-0.6612235712091132,-0.6361274956896917,0.0,0.620848543099947,-0.6614357392849621,0.4879819664797786,-0.6612235712091132,-0.6429651402273916,-0.669675959341598,0.0,-0.6612235712091132,gelockert
lkw+-+fahr+verbot ge+locker+t,4.801271894236864,0.0456712457350087,-0.52186207212944,-0.4818340704196679,-0.45673799490024636,0.0,0.8002380438893925,-0.48204623849551653,0.6673714672692242,-0.4818340704196679,-0.4635756394379461,-0.4902864585521525,0.0,-0.4818340704196679,lkw+-+fahr+verbot ge+locker+t
Weltkriegsbombe,4.24728075246623,0.0968213656067414,-0.3992601665631914,-0.35923216485341936,-0.3341360893339976,0.0,0.6530113476410121,-0.359444332929268,0.3259214595842008,-0.35923216485341936,-0.3409737338716976,-0.36768455298590386,0.0,-0.35923216485341936,Weltkriegsbombe
ge+locker+t welt+krieg+s+bombe,3.282696150443874,0.019572037692959406,-0.14164629317805788,-0.10161829146828562,-0.07652221594886387,0.0,0.5215513879438681,-0.10183045954413426,-0.15007015406060994,-0.10161829146828562,-0.08335986048656387,-0.11007067960077034,0.0,-0.10161829146828562,ge+locker+t welt+krieg+s+bombe
welt+krieg+s+bombe niedrigwasser,6.010996297645505,0.3229099769089149,-0.7465717194769997,-0.7065437177672278,-0.6814476422478062,0.0,0.21553963463691508,-0.7067558858430765,0.40116634643344695,-0.7065437177672278,-0.6882852867855059,-0.7149961058997123,0.0,-0.7065437177672278,welt+krieg+s+bombe niedrigwasser
Köln,4.33199614710826,0.11470199250040913,-0.4190096510858656,-0.3789816493760933,-0.35388557385667174,0.0,0.6753115464049307,-0.37919381745194225,0.26545683452593893,-0.3789816493760933,-0.3607232183943716,-0.387434037508578,0.0,-0.3789816493760933,Köln
niedrigwasser köln,4.33199614710826,0.11470199250040913,-0.4190096510858656,-0.3789816493760933,-0.35388557385667174,0.0,0.6753115464049307,-0.37919381745194225,0.26545683452593893,-0.3789816493760933,-0.3607232183943716,-0.387434037508578,0.0,-0.3789816493760933,niedrigwasser köln
Rhein,17.074175432649287,0.5235134603131348,-0.8980294150882774,-0.9262777849903133,-1.7254242474980004,0.0,-0.557704495657996,-0.9295944576009597,-0.03288478264769787,-0.9262777849903133,-0.9398238570145047,-1.0678650150052085,0.0,-0.9262777849903133,Rhein
köln rhein,4.730341845446457,0.10840876018486552,-0.5069786830069843,-0.4669506812972122,-0.4418546057777905,0.0,0.4904778661441644,-0.46716284937306085,0.6946547174004462,-0.4669506812972122,-0.4486922503154904,-0.47540306942969685,0.0,-0.4669506812972122,köln rhein
gefunden,4.059490576454933,0.04068730044876401,-0.3540387033116171,-0.314010701601845,-0.28891462608242335,0.0,0.7584809070421297,-0.3142228696776937,0.31709289150830855,-0.314010701601845,-0.2957522706201232,-0.3224630897343297,0.0,-0.314010701601845,gefunden
rhein ge+find+en,4.059490576454933,0.04068730044876401,-0.3540387033116171,-0.314010701601845,-0.28891462608242335,0.0,0.7584809070421297,-0.3142228696776937,0.31709289150830855,-0.314010701601845,-0.2957522706201232,-0.3224630897343297,0.0,-0.314010701601845,rhein ge+find+en
+++,9.467076085534037,0.057136326863464336,-1.2008013153858101,-1.160773313676038,-1.1356772381566165,0.0,0.7872198011796993,-1.1609854817518865,1.3255705248067633,-1.160773313676038,-1.1425148826943161,-1.1692257018085226,0.0,-1.160773313676038,+++
ge+find+en +++,3.883284089429856,-0.023856600824409876,-0.3096624217797263,-0.2696344200699542,-0.24453834455053236,0.0,0.7399560619611052,-0.2698465881458029,0.4805312882924637,-0.2696344200699542,-0.2513759890882323,-0.2780868082024387,0.0,-0.2696344200699542,ge+find+en +++
261,3.1211404209372224,-0.05836412383267028,-0.0911796659166044,-0.051151664206832266,-0.026055588687410532,0.0,0.6162069165979751,-0.0513638322826809,-0.09960352679915668,-0.051151664206832266,-0.03289323322511038,-0.05960405233931688,0.0,-0.051151664206832266,261
+++ 261,3.1211404209372224,-0.05836412383267028,-0.0911796659166044,-0.051151664206832266,-0.026055588687410532,0.0,0.6162069165979751,-0.0513638322826809,-0.09960352679915668,-0.051151664206832266,-0.03289323322511038,-0.05960405233931688,0.0,-0.051151664206832266,+++ 261
Menschen,5.213278321671676,-0.33973701238266907,0.3112146076115822,0.2813795005859446,-0.5390660284052164,0.0,0.44770671482776864,0.27802810270677425,0.04052340836455655,0.2813795005859446,0.2670555659435573,0.1377392061436008,0.0,0.2813795005859446,Menschen
261 mensch+en,3.10532531429274,-0.06648113505279322,-0.08609969235614803,-0.046071690646375806,-0.020975615126954308,0.0,0.6244437365315774,-0.046283858722224534,-0.09452355323870028,-0.046071690646375806,-0.02781325966465403,-0.05452407877886054,0.0,-0.046071690646375806,261 mensch+en
Jahr,3.040601935591102,-0.10358857249043832,-0.06503671229639625,-0.025008710586624263,8.736493279733362e-05,0.0,0.6656715314122783,-0.025220878662472985,-0.0734605731789485,-0.025008710586624263,-0.0067502796049023605,-0.03346109871910888,0.0,-0.025008710586624263,Jahr
mensch+en jahr,3.040601935591102,-0.10358857249043832,-0.06503671229639625,-0.025008710586624263,8.736493279733362e-05,0.0,0.6656715314122783,-0.025220878662472985,-0.0734605731789485,-0.025008710586624263,-0.0067502796049023605,-0.03346109871910888,0.0,-0.025008710586624263,mensch+en jahr
jahr deutsch+en,3.0263670732266705,-0.11306042257026579,-0.06034412577909526,-0.02031612406932314,0.004779951450098478,0.0,0.6776004444961861,-0.020528292145171725,-0.06876798666164746,-0.02031612406932314,-0.002057693087601312,-0.028768512201807605,0.0,-0.02031612406932314,jahr deutsch+en
Gewässern,3.463832351624,0.06316655853784116,-0.19535680354185955,-0.15532880183208747,-0.13023272631266594,0.0,0.5520409495409343,-0.15554096990793614,-0.20378066442441198,-0.15532880183208747,-0.13707037085036575,-0.1637811899645722,0.0,-0.15532880183208747,Gewässern
deutsch+en gewässer+n,3.0118426736612074,-0.12360121388911487,-0.055533286743279335,-0.015505285033507088,0.009590790485914569,0.0,0.6918644663395146,-0.01571745310935598,-0.06395714762583155,-0.015505285033507088,0.0027531459482145323,-0.023957673165991816,0.0,-0.015505285033507088,deutsch+en gewässer+n
ertrunken,3.000188749215165,-0.13302046597501666,-0.051656414444053,-0.011628412734280896,0.013467662785140921,0.0,0.7056876686776596,-0.011840580810129526,-0.0600802753266052,-0.011628412734280896,0.0066300182474410265,-0.020080800866765468,0.0,-0.011628412734280896,ertrunken
gewässer+n ertrink+en,3.000188749215165,-0.13302046597501666,-0.051656414444053,-0.011628412734280896,0.013467662785140921,0.0,0.7056876686776596,-0.011840580810129526,-0.0600802753266052,-0.011628412734280896,0.0066300182474410265,-0.020080800866765468,0.0,-0.011628412734280896,gewässer+n ertrink+en
ertrink+en +++,3.139205109533025,-0.04941391664019507,-0.09695082939213033,-0.05692282768235833,-0.03182675216293667,0.0,0.6073323935383087,-0.05713499575820703,-0.1053746902746826,-0.05692282768235833,-0.038664396700636525,-0.06537521581484292,0.0,-0.05692282768235833,ertrink+en +++
9600,2.987655309978222,-0.1447914587402925,-0.047470113860003556,-0.007442112150231409,0.017653963369190246,0.0,0.7247216517190678,-0.007654280226080167,-0.05589397474255577,-0.007442112150231409,0.010816318831490203,-0.015894500282716124,0.0,-0.007442112150231409,9600
+++ 9600,2.987655309978222,-0.1447914587402925,-0.047470113860003556,-0.007442112150231409,0.017653963369190246,0.0,0.7247216517190678,-0.007654280226080167,-0.05589397474255577,-0.007442112150231409,0.010816318831490203,-0.015894500282716124,0.0,-0.007442112150231409,+++ 9600
Hitzetote,2.984073278475381,-0.14867997242595737,-0.04627045051985466,-0.006242448810082559,0.018853626709338992,0.0,0.7315110744165565,-0.006454616885931162,-0.05469431140240693,-0.006242448810082559,0.012015982171639274,-0.014694836942567065,0.0,-0.006242448810082559,Hitzetote
9600 hitzetot+e,2.984073278475381,-0.14867997242595737,-0.04627045051985466,-0.006242448810082559,0.018853626709338992,0.0,0.7315110744165565,-0.006454616885931162,-0.05469431140240693,-0.006242448810082559,0.012015982171639274,-0.014694836942567065,0.0,-0.006242448810082559,9600 hitzetot+e
hitzetot+e deutschland,2.9766339559433233,-0.15819026414050624,-0.04377432846516396,-0.003746326755391953,0.021349748764029768,0.0,0.749330436970453,-0.003958494831240646,-0.052198189347716334,-0.003746326755391953,0.014512104226329746,-0.012198714887876562,0.0,-0.003746326755391953,hitzetot+e deutschland
heißer,2.971014133809315,-0.16834269698607024,-0.04188456507578248,-0.0018565633660102578,0.02323951215341125,0.0,0.7705032604781744,-0.002068731441859006,-0.05030842595833458,-0.0018565633660102578,0.016401867615711455,-0.010308951498494952,0.0,-0.0018565633660102578,heißer
deutschland heiß+er,2.971014133809315,-0.16834269698607024,-0.04188456507578248,-0.0018565633660102578,0.02323951215341125,0.0,0.7705032604781744,-0.002068731441859006,-0.05030842595833458,-0.0018565633660102578,0.016401867615711455,-0.010308951498494952,0.0,-0.0018565633660102578,deutschland heiß+er
Juniwoche,2.9693740646614435,-0.17286321449884157,-0.04133238931394765,-0.0013043876041754741,0.023791687915246263,0.0,0.7807265737557704,-0.0015165556800241905,-0.049756250196499936,-0.0013043876041754741,0.016954043377546444,-0.009756775736660098,0.0,-0.0013043876041754741,Juniwoche
heiß+er juni+woche,2.9693740646614435,-0.17286321449884157,-0.04133238931394765,-0.0013043876041754741,0.023791687915246263,0.0,0.7807265737557704,-0.0015165556800241905,-0.049756250196499936,-0.0013043876041754741,0.016954043377546444,-0.009756775736660098,0.0,-0.0013043876041754741,heiß+er juni+woche
juni+woche +++,3.139205109533025,-0.04941391664019507,-0.09695082939213033,-0.05692282768235833,-0.03182675216293667,0.0,0.6073323935383087,-0.05713499575820703,-0.1053746902746826,-0.05692282768235833,-0.038664396700636525,-0.06537521581484292,0.0,-0.05692282768235833,juni+woche +++
Entwicklungen,4.4641187735292664,-0.0744982117322004,-0.44905304304849475,-0.4090250413387227,-0.383928965819301,0.0,1.0106138996886382,-0.4092372094145713,0.6618824859668374,-0.4090250413387227,-0.390766610357001,-0.4174774294712073,0.0,-0.4090250413387227,Entwicklungen
+++ entwicklung+en,4.4641187735292664,-0.0744982117322004,-0.44905304304849475,-0.4090250413387227,-0.383928965819301,0.0,1.0106138996886382,-0.4092372094145713,0.6618824859668374,-0.4090250413387227,-0.390766610357001,-0.4174774294712073,0.0,-0.4090250413387227,+++ entwicklung+en
Liveblog,5.109512961453678,0.019838054507320357,-0.584085300153164,-0.5440572984433919,-0.5189612229239702,0.0,0.58142149653578,-0.5442694665192405,1.0092900207600393,-0.5440572984433919,-0.5257988674616701,-0.5525096865758766,0.0,-0.5440572984433919,Liveblog
entwicklung+en liveblog,5.109512961453678,0.019838054507320357,-0.584085300153164,-0.5440572984433919,-0.5189612229239702,0.0,0.58142149653578,-0.5442694665192405,1.0092900207600393,-0.5440572984433919,-0.5257988674616701,-0.5525096865758766,0.0,-0.5440572984433919,entwicklung+en liveblog
Angesichts,6.050007744712788,0.24151251706176427,-0.7530407635097892,-0.7130127618000172,-0.6879166862805955,0.0,0.76684986249848,-0.7132249298758658,0.31191471651742003,-0.7130127618000172,-0.6947543308182952,-0.7214651499325018,0.0,-0.7130127618000172,Angesichts
liveblog angesichts,4.356868664657341,-0.12322505943313489,-0.4247348145050503,-0.3847068127952783,-0.35961073727585663,0.0,1.0951558115032187,-0.384918980871127,0.6402206655221587,-0.3847068127952783,-0.3664483818135564,-0.39315920092776285,0.0,-0.3847068127952783,liveblog angesichts
jüngsten,4.326461927565182,-0.1476338948492524,-0.41773131255283935,-0.37770331084306735,-0.35260723532364563,0.0,1.1435922130012348,-0.3779154789189161,0.6245698981603934,-0.37770331084306735,-0.3594448798613456,-0.386155698975552,0.0,-0.37770331084306735,jüngsten
